1,17345500.975016
2,34691001.950032
3,52036502.925048
4,69382003.900064
5,86727504.87508
6,104073005.850096
7,121418506.825112
8,138764007.800128
9,156109508.775144
10,173455009.75016
11,190800510.725176
12,208146011.700192
13,225491512.675208
14,242837013.650224
15,260182514.62524
16,277528015.600256
17,294873516.575272
18,312219017.550288
19,329564518.525304
20,346910019.50032
21,364255520.475336
22,381601021.450352
23,398946522.425368
24,416292023.400384
