1,5378017.2
2,10756034.4
3,16134051.6
4,21512068.8
5,26890086
6,32268103.2
7,37646120.4
8,43024137.6
9,48402154.8
10,53780172
11,59158189.2
12,64536206.4
13,69914223.6
14,75292240.8
15,80670258
16,86048275.2
17,91426292.4
18,96804309.6
19,102182326.8
20,107560344
21,112938361.2
22,118316378.4
23,123694395.6
24,129072412.8
